"","sonde","site","DateTime","temp_C","turbidity_FNU","ODO_mgL","pH","salinity"
"1","01304562","Flanders",2022-07-29 05:00:00,27.4,4.1,3,7.7,27.5
"2","01304562","Flanders",2022-07-29 05:06:00,27.4,4.4,3.1,7.7,27.5
"3","01304562","Flanders",2022-07-29 05:12:00,27.4,4,3.4,7.7,27.5
"4","01304562","Flanders",2022-07-29 05:18:00,27.4,3.9,3.5,7.7,27.5
"5","01304562","Flanders",2022-07-29 05:24:00,27.4,4.4,3.2,7.7,27.5
"6","01304562","Flanders",2022-07-29 05:30:00,27.4,4,3.1,7.7,27.5
"7","01304562","Flanders",2022-07-29 05:36:00,27.4,3.7,3.2,7.7,27.5
"8","01304562","Flanders",2022-07-29 05:42:00,27.4,4.1,2.9,7.7,27.5
"9","01304562","Flanders",2022-07-29 05:48:00,27.4,4.3,2.9,7.7,27.5
"10","01304562","Flanders",2022-07-29 05:54:00,27.4,3.8,3,7.6,27.5
"11","01304562","Flanders",2022-07-29 06:00:00,27.4,3.7,3,7.6,27.4
"12","01304562","Flanders",2022-07-29 06:06:00,27.4,3.6,2.9,7.6,27.4
"13","01304562","Flanders",2022-07-29 06:12:00,27.4,3.5,2.8,7.6,27.4
"14","01304562","Flanders",2022-07-29 06:18:00,27.4,3.6,2.8,7.6,27.4
"15","01304562","Flanders",2022-07-29 06:24:00,27.4,3.5,2.9,7.6,27.4
"16","01304562","Flanders",2022-07-29 06:30:00,27.4,3.4,2.8,7.6,27.4
"17","01304562","Flanders",2022-07-29 06:36:00,27.4,3.3,2.6,7.6,27.4
"18","01304562","Flanders",2022-07-29 06:42:00,27.4,4.3,2.6,7.6,27.4
"19","01304562","Flanders",2022-07-29 06:48:00,27.4,4.1,2.4,7.6,27.4
"20","01304562","Flanders",2022-07-29 06:54:00,27.4,4.4,2.3,7.6,27.4
"21","01304562","Flanders",2022-07-29 07:00:00,27.3,4,2.2,7.6,27.4
"22","01304562","Flanders",2022-07-29 07:06:00,27.3,3.6,2.2,7.6,27.4
"23","01304562","Flanders",2022-07-29 07:12:00,27.3,3.5,2.2,7.6,27.4
"24","01304562","Flanders",2022-07-29 07:18:00,27.3,3.1,2.3,7.6,27.4
"25","01304562","Flanders",2022-07-29 07:24:00,27.4,3.7,2.4,7.6,27.4
"26","01304562","Flanders",2022-07-29 07:30:00,27.4,3.5,2.5,7.6,27.4
"27","01304562","Flanders",2022-07-29 07:36:00,27.4,3.3,2.4,7.6,27.4
"28","01304562","Flanders",2022-07-29 07:42:00,27.4,3.4,2.5,7.6,27.4
"29","01304562","Flanders",2022-07-29 07:48:00,27.4,3.3,2.4,7.6,27.4
"30","01304562","Flanders",2022-07-29 07:54:00,27.3,3,2,7.5,27.4
"31","01304562","Flanders",2022-07-29 08:00:00,27.3,3,2,7.5,27.4
"32","01304562","Flanders",2022-07-29 08:06:00,27.3,3.3,2,7.5,27.4
"33","01304562","Flanders",2022-07-29 08:12:00,27.3,2.9,2.2,7.5,27.4
"34","01304562","Flanders",2022-07-29 08:18:00,27.3,3.1,2.2,7.5,27.4
"35","01304562","Flanders",2022-07-29 08:24:00,27.3,3,2,7.5,27.4
"36","01304562","Flanders",2022-07-29 08:30:00,27.3,3.3,1.8,7.5,27.4
"37","01304562","Flanders",2022-07-29 08:36:00,27.3,3.2,1.5,7.5,27.4
"38","01304562","Flanders",2022-07-29 08:42:00,27.3,4,1.7,7.5,27.4
"39","01304562","Flanders",2022-07-29 08:48:00,27.3,3.3,1.9,7.5,27.4
"40","01304562","Flanders",2022-07-29 08:54:00,27.3,3,1.5,7.5,27.4
"41","01304562","Flanders",2022-07-29 09:00:00,27.3,3.5,1.5,7.5,27.4
"42","01304562","Flanders",2022-07-29 09:06:00,27.3,2.9,1.7,7.5,27.4
"43","01304562","Flanders",2022-07-29 09:12:00,27.3,3,1.7,7.5,27.4
"44","01304562","Flanders",2022-07-29 09:18:00,27.3,3,1.6,7.5,27.4
"45","01304562","Flanders",2022-07-29 09:24:00,27.3,2.9,1.7,7.5,27.4
"46","01304562","Flanders",2022-07-29 09:30:00,27.3,2.7,1.6,7.5,27.4
"47","01304562","Flanders",2022-07-29 09:36:00,27.3,2.8,1.5,7.5,27.4
"48","01304562","Flanders",2022-07-29 09:42:00,27.3,2.6,1.6,7.5,27.4
"49","01304562","Flanders",2022-07-29 09:48:00,27.3,3.1,1.3,7.5,27.4
"50","01304562","Flanders",2022-07-29 09:54:00,27.3,3,1.6,7.5,27.4
"51","01304562","Flanders",2022-07-29 10:00:00,27.3,3.1,1.5,7.5,27.4
"52","01304562","Flanders",2022-07-29 10:06:00,27.3,3,1.6,7.5,27.4
"53","01304562","Flanders",2022-07-29 10:12:00,27.3,3,1.5,7.5,27.4
"54","01304562","Flanders",2022-07-29 10:18:00,27.3,3.3,1.6,7.5,27.4
"55","01304562","Flanders",2022-07-29 10:24:00,27.3,3.2,1.5,7.5,27.3
"56","01304562","Flanders",2022-07-29 10:30:00,27.3,2.8,1.6,7.5,27.3
"57","01304562","Flanders",2022-07-29 10:36:00,27.3,3.6,1.5,7.5,27.3
"58","01304562","Flanders",2022-07-29 10:42:00,27.3,4.6,1.5,7.4,27.3
"59","01304562","Flanders",2022-07-29 10:48:00,27.3,3.1,1.4,7.5,27.3
"60","01304562","Flanders",2022-07-29 10:54:00,27.3,3.4,1.3,7.4,27.3
"61","01304562","Flanders",2022-07-29 11:00:00,27.3,3.6,1.2,7.4,27.3
"62","01304562","Flanders",2022-07-29 11:06:00,27.3,6.5,1.3,7.4,27.3
"63","01304562","Flanders",2022-07-29 11:12:00,27.3,8.6,1.4,7.5,27.3
"64","01304562","Flanders",2022-07-29 11:18:00,27.3,5.6,1.4,7.5,27.3
"65","01304562","Flanders",2022-07-29 11:24:00,27.3,4.9,1.2,7.4,27.3
"66","01304562","Flanders",2022-07-29 11:30:00,27.3,3,1.2,7.4,27.2
"67","01304562",NA,2022-07-29 11:36:00,27.3,NA,1.1,7.4,27.2
"68","01304562","Flanders",2022-07-29 11:42:00,27.3,12.4,1.1,7.4,27.2
"69","01304562","Flanders",2022-07-29 11:48:00,27.3,6.7,1.3,7.4,27.2
"70","01304562","Flanders",2022-07-29 11:54:00,27.3,5.2,1.3,7.4,27.2
"71","01304562","Flanders",2022-07-29 12:00:00,27.3,4.1,1.3,7.4,27.2
"72","01304562","Flanders",2022-07-29 12:06:00,27.3,4.4,1.2,7.4,27.2
"73","01304562","Flanders",2022-07-29 12:12:00,27.3,3.9,1.3,7.5,27.3
"74","01304562","Flanders",2022-07-29 12:18:00,27.3,3.2,1.6,7.5,27.4
"75","01304562","Flanders",2022-07-29 12:24:00,27.4,2.9,1.7,7.5,27.3
"76","01304562","Flanders",2022-07-29 12:30:00,27.4,3,1.7,7.5,27.3
"77","01304562","Flanders",2022-07-29 12:36:00,27.4,2.9,1.8,7.5,27.3
"78","01304562","Flanders",2022-07-29 12:42:00,27.4,3.1,1.9,7.5,27.3
"79","01304562","Flanders",2022-07-29 12:48:00,27.4,3.8,1.8,7.5,27.3
"80","01304562","Flanders",2022-07-29 12:54:00,27.4,3.1,2,7.5,27.3
"81","01304562","Flanders",2022-07-29 13:00:00,27.4,2.9,2.1,7.6,27.3
"82","01304562","Flanders",2022-07-29 13:06:00,27.4,3.1,1.9,7.5,27.3
"83","01304562","Flanders",2022-07-29 13:12:00,27.4,3.4,1.6,7.5,27.3
"84","01304562","Flanders",2022-07-29 13:18:00,27.4,3.2,1.5,7.5,27.2
"85","01304562","Flanders",2022-07-29 13:24:00,27.4,3.4,1.7,7.5,27.2
"86","01304562","Flanders",2022-07-29 13:30:00,27.4,3.3,1.7,7.5,27.2
"87","01304562","Flanders",2022-07-29 13:36:00,27.4,3.4,1.5,7.5,27.3
"88","01304562","Flanders",2022-07-29 13:42:00,27.4,3.1,1.7,7.5,27.3
"89","01304562","Flanders",2022-07-29 13:48:00,27.4,3.2,1.7,7.5,27.3
"90","01304562","Flanders",2022-07-29 13:54:00,27.5,3,2.2,7.6,27.3
"91","01304562","Flanders",2022-07-29 14:48:00,27.6,3,2.7,7.6,27.3
"92","01304562","Flanders",2022-07-29 14:54:00,27.6,2.9,2.8,7.6,27.3
"93","01304562","Flanders",2022-07-29 15:00:00,27.6,3.2,2.7,7.6,27.3
"94","01304562","Flanders",2022-07-29 15:06:00,27.6,3,2.6,7.6,27.3
"95","01304562","Flanders",2022-07-29 15:12:00,27.6,3,2.8,7.6,27.3
"96","01304562","Flanders",2022-07-29 15:18:00,27.6,3,2.8,7.6,27.4
"97","01304562","Flanders",2022-07-29 15:24:00,27.6,3,3.2,7.7,27.4
"98","01304562",NA,2022-07-29 15:30:00,27.7,NA,3.3,NA,27.4
"99","01304562","Flanders",2022-07-29 15:36:00,27.7,3,3.5,7.7,27.4
"100","01304562","Flanders",2022-07-29 15:42:00,27.7,3.1,3.6,7.7,27.4
"101","01304562","Flanders",2022-07-29 15:48:00,27.6,3,3.6,7.7,27.4
"102","01304562","Flanders",2022-07-29 15:54:00,27.6,3.1,3.5,7.7,27.4
"103","01304562","Flanders",2022-07-29 16:00:00,27.6,3,3.7,7.7,27.4
"104","01304562","Flanders",2022-07-29 16:06:00,27.6,3.1,3.7,7.7,27.4
"105","01304562","Flanders",2022-07-29 16:12:00,27.6,3.1,4,7.8,27.5
"106","01304562","Flanders",2022-07-29 16:18:00,27.6,3.2,3.9,7.8,27.5
"107","01304562","Flanders",2022-07-29 16:24:00,27.6,3.2,3.9,7.8,27.5
"108","01304562","Flanders",2022-07-29 16:30:00,27.6,3.1,3.8,7.8,27.5
"109","01304562","Flanders",2022-07-29 16:36:00,27.6,3,3.8,7.8,27.5
"110","01304562","Flanders",2022-07-29 16:42:00,27.6,3,3.8,7.8,27.5
"111","01304562","Flanders",2022-07-29 16:48:00,27.6,2.9,3.9,7.8,27.5
"112","01304562","Flanders",2022-07-29 16:54:00,27.6,3,4.1,7.8,27.5
"113","01304562",NA,2022-07-29 17:00:00,27.6,NA,4.1,7.8,27.5
"114","01304562","Flanders",2022-07-29 17:06:00,27.6,3.2,4.1,7.8,27.5
"115","01304562","Flanders",2022-07-29 17:12:00,27.6,2.9,4.1,7.8,27.5
"116","01304562","Flanders",2022-07-29 17:18:00,27.6,3,4.1,7.8,27.5
"117","01304562","Flanders",2022-07-29 17:24:00,27.6,3,4,7.8,27.5
"118","01304562","Flanders",2022-07-29 17:30:00,27.6,3.1,3.9,7.8,27.5
"119","01304562","Flanders",2022-07-29 17:36:00,27.6,2.9,3.9,7.8,27.6
"120","01304562","Flanders",2022-07-29 17:42:00,27.6,2.8,3.9,7.8,27.6
"121","01304562","Flanders",2022-07-29 17:48:00,27.6,3.2,4,7.8,27.6
"122","01304562","Flanders",2022-07-29 17:54:00,27.6,3.3,4.1,7.8,27.6
"123","01304562","Flanders",2022-07-29 19:00:00,27.6,3.4,3.8,7.8,27.7
"124","01304562","Flanders",2022-07-29 19:06:00,27.6,3.2,3.8,7.8,27.7
"125","01304562","Flanders",2022-07-29 19:12:00,27.6,2.7,3.7,7.8,27.6
"126","01304562","Flanders",2022-07-29 19:18:00,27.6,2.9,3.8,7.8,27.7
"127","01304562","Flanders",2022-07-29 19:24:00,27.6,4.3,3.5,7.7,27.7
"128","01304562","Flanders",2022-07-29 19:30:00,27.6,3.2,3.3,7.7,27.7
"129","01304562","Flanders",2022-07-29 19:36:00,27.6,3.3,3.3,7.7,27.7
"130","01304562","Flanders",2022-07-29 19:42:00,27.6,3.9,3.2,7.7,27.7
"131","01304562","Flanders",2022-07-29 19:48:00,27.6,4,3.3,7.7,27.6
"132","01304562","Flanders",2022-07-29 19:54:00,27.6,4.2,3,7.7,27.6
"133","01304562","Flanders",2022-07-29 20:00:00,27.5,3.8,3.4,7.7,27.6
"134","01304562","Flanders",2022-07-29 20:06:00,27.6,6.3,3.5,7.7,27.6
"135","01304562","Flanders",2022-07-29 20:12:00,27.6,3.4,3.3,7.7,27.6
"136","01304562","Flanders",2022-07-29 20:18:00,27.6,3.6,3.3,7.7,27.6
"137","01304562","Flanders",2022-07-29 20:24:00,27.6,3.6,3.4,7.7,27.6
"138","01304562","Flanders",2022-07-29 20:30:00,27.5,3.5,3.1,7.7,27.6
"139","01304562","Flanders",2022-07-29 20:36:00,27.5,3.9,3,7.7,27.6
"140","01304562","Flanders",2022-07-29 20:42:00,27.5,3.3,3.1,7.7,27.7
"141","01304562","Flanders",2022-07-29 20:48:00,27.5,4,2.9,7.7,27.7
"142","01304562","Flanders",2022-07-29 20:54:00,27.6,3.6,3.4,7.7,27.7
"143","01304562","Flanders",2022-07-29 21:00:00,27.6,4.4,3.4,7.7,27.7
"144","01304562","Flanders",2022-07-29 21:06:00,27.5,4,3.3,7.7,27.7
"145","01304562","Flanders",2022-07-29 21:12:00,27.6,4,3.2,7.7,27.6
"146","01304562","Flanders",2022-07-29 21:18:00,27.6,4.1,3.3,7.7,27.6
"147","01304562","Flanders",2022-07-29 21:24:00,27.6,4,3.3,7.7,27.6
"148","01304562","Flanders",2022-07-29 21:30:00,27.6,4,3.4,7.7,27.7
"149","01304562","Flanders",2022-07-29 21:36:00,27.6,4.1,3.4,7.7,27.6
"150","01304562","Flanders",2022-07-29 21:42:00,27.6,4.4,3.5,7.7,27.7
"151","01304562","Flanders",2022-07-29 21:48:00,27.5,4.3,3.2,7.7,27.7
"152","01304562","Flanders",2022-07-29 21:54:00,27.5,4,3.4,7.7,27.7
"153","01304562","Flanders",2022-07-29 22:00:00,27.6,3.8,3.4,7.7,27.7
"154","01304562","Flanders",2022-07-29 22:06:00,27.5,4.3,3.2,7.7,27.7
"155","01304562","Flanders",2022-07-29 22:12:00,27.5,4.4,3.1,7.7,27.6
"156","01304562","Flanders",2022-07-29 22:18:00,27.5,5,3,7.7,27.6
"157","01304562","Flanders",2022-07-29 22:24:00,27.5,4,3.1,7.7,27.6
"158","01304562","Flanders",2022-07-29 22:30:00,27.5,4.2,3,7.7,27.6
"159","01304562","Flanders",2022-07-29 22:36:00,27.5,4.4,3,7.7,27.6
"160","01304562","Flanders",2022-07-29 22:42:00,27.5,4.3,3.1,7.7,27.6
"161","01304562","Flanders",2022-07-29 22:48:00,27.5,4.7,3.1,7.7,27.7
"162","01304562","Flanders",2022-07-29 22:54:00,27.5,5,3.2,7.7,27.7
"163","01304562","Flanders",2022-07-29 23:00:00,27.5,4.3,3,7.7,27.7
"164","01304562","Flanders",2022-07-29 23:06:00,27.5,4.1,3,7.7,27.7
"165","01304562","Flanders",2022-07-29 23:12:00,27.5,4.4,3,7.7,27.7
"166","01304562","Flanders",2022-07-29 23:18:00,27.5,4,2.8,7.7,27.7
"167","01304562","Flanders",2022-07-29 23:24:00,27.5,4,2.9,7.7,27.7
"168","01304562","Flanders",2022-07-29 23:30:00,27.5,3.7,2.9,7.7,27.7
"169","01304562","Flanders",2022-07-29 23:36:00,27.5,3.7,2.9,7.7,27.7
"170","01304562","Flanders",2022-07-29 23:42:00,27.5,3.9,2.8,7.7,27.7
"171","01304562","Flanders",2022-07-29 23:48:00,27.5,3.8,2.8,7.7,27.7
"172","01304562","Flanders",2022-07-29 23:54:00,27.5,3.6,2.9,7.7,27.7
"173","01304562","Flanders",2022-07-30 00:00:00,27.5,3.6,2.9,7.7,27.7
"174","01304562","Flanders",2022-07-30 00:06:00,27.5,3.6,2.9,7.7,27.7
"175","01304562","Flanders",2022-07-30 00:12:00,27.6,4.2,3.1,7.7,27.7
"176","01304562","Flanders",2022-07-30 00:18:00,27.6,3.6,3.2,7.7,27.7
"177","01304562","Flanders",2022-07-30 00:24:00,27.6,4.3,3.1,7.7,27.7
"178","01304562","Flanders",2022-07-30 00:30:00,27.6,3.8,3,7.7,27.7
"179","01304562","Flanders",2022-07-30 00:36:00,27.6,3.6,3.1,7.7,27.7
"180","01304562","Flanders",2022-07-30 00:42:00,27.6,3.6,3.2,7.7,27.6
"181","01304562","Flanders",2022-07-30 00:48:00,27.6,3.8,3.2,7.7,27.6
"182","01304562","Flanders",2022-07-30 00:54:00,27.6,3.4,3.2,7.7,27.6
"183","01304562","Flanders",2022-07-30 01:00:00,27.6,3.5,3.2,7.7,27.6
"184","01304562","Flanders",2022-07-30 01:06:00,27.6,3.5,3.1,7.7,27.6
"185","01304562","Flanders",2022-07-30 01:12:00,27.6,3.6,2.9,7.7,27.6
"186","01304562","Flanders",2022-07-30 01:18:00,27.6,3.6,2.8,7.7,27.6
"187","01304562","Flanders",2022-07-30 01:24:00,27.6,3.4,2.6,7.6,27.6
"188","01304562","Flanders",2022-07-30 01:30:00,27.6,3.6,2.6,7.6,27.6
"189","01304562","Flanders",2022-07-30 01:36:00,27.6,3.7,2.8,7.6,27.5
"190","01304562","Flanders",2022-07-30 01:42:00,27.6,3.6,2.6,7.6,27.5
"191","01304562","Flanders",2022-07-30 01:48:00,27.6,3.9,2.7,7.6,27.5
"192","01304562","Flanders",2022-07-30 01:54:00,27.6,3.8,2.7,7.6,27.5
"193","01304562","Flanders",2022-07-30 02:00:00,27.6,3.7,2.8,7.6,27.4
"194","01304562","Flanders",2022-07-30 02:06:00,27.6,3.7,2.9,7.7,27.4
"195","01304562","Flanders",2022-07-30 02:12:00,27.6,3.6,2.9,7.6,27.4
"196","01304562","Flanders",2022-07-30 02:18:00,27.6,3.6,2.8,7.6,27.4
"197","01304562","Flanders",2022-07-30 02:24:00,27.5,3.7,2.7,7.6,27.4
"198","01304562","Flanders",2022-07-30 02:30:00,27.5,3.6,2.6,7.6,27.4
"199","01304562","Flanders",2022-07-30 02:36:00,27.5,3.5,2.8,7.6,27.4
"200","01304562","Flanders",2022-07-30 02:42:00,27.5,3.6,2.8,7.6,27.4
"201","01304562","Flanders",2022-07-30 02:48:00,27.5,3.6,2.8,7.6,27.4
"202","01304562","Flanders",2022-07-30 02:54:00,27.5,3.5,2.7,7.6,27.4
"203","01304562","Flanders",2022-07-30 03:00:00,27.5,3.6,2.6,7.6,27.4
"204","01304562","Flanders",2022-07-30 03:06:00,27.5,3.4,2.8,7.6,27.4
"205","01304562","Flanders",2022-07-30 03:12:00,27.5,3.5,2.9,7.6,27.4
"206","01304562","Flanders",2022-07-30 03:18:00,27.6,3.6,3.2,7.7,27.4
"207","01304562","Flanders",2022-07-30 03:24:00,27.6,4.7,3.4,7.7,27.3
"208","01304562","Flanders",2022-07-30 03:30:00,27.6,3.5,3.8,7.7,27.2
"209","01304562","Flanders",2022-07-30 03:36:00,27.6,3.5,4,7.7,27.1
"210","01304562","Flanders",2022-07-30 03:42:00,27.6,3.4,3.9,7.7,27.2
"211","01304562","Flanders",2022-07-30 03:48:00,27.5,3.4,3.7,7.7,27.2
"212","01304562","Flanders",2022-07-30 03:54:00,27.5,3.5,3.7,7.7,27.2
"213","01304562","Flanders",2022-07-30 04:00:00,27.5,3.3,3.7,7.7,27.2
"214","01304562","Flanders",2022-07-30 04:06:00,27.5,3.2,3.9,7.7,27.1
"215","01304562","Flanders",2022-07-30 04:12:00,27.5,3.3,4.1,7.8,27
"216","01304562","Flanders",2022-07-30 04:18:00,27.5,3.3,4,7.8,27.1
"217","01304562","Flanders",2022-07-30 04:24:00,27.5,3.3,3.9,7.7,27.1
"218","01304562","Flanders",2022-07-30 04:30:00,27.5,3.3,3.6,7.7,27.1
"219","01304562","Flanders",2022-07-30 04:36:00,27.5,3.3,3.5,7.7,27.1
"220","01304562","Flanders",2022-07-30 04:42:00,27.5,3.2,3.6,7.7,27.1
"221","01304562","Flanders",2022-07-30 04:48:00,27.5,3.3,3.6,7.7,27.1
"222","01304562","Flanders",2022-07-30 04:54:00,27.5,3.3,3.4,7.7,27.1
"223","01304562","Flanders",2022-07-30 05:00:00,27.5,3.5,3.2,7.7,27.2
"224","01304562","Flanders",2022-07-30 05:06:00,27.5,2.8,2.6,7.6,27.2
"225","01304562","Flanders",2022-07-30 05:12:00,27.5,2.6,2.5,7.6,27.2
"226","01304562","Flanders",2022-07-30 05:18:00,27.5,2.9,2.3,7.6,27.3
"227","01304562","Flanders",2022-07-30 05:24:00,27.5,2.9,2.3,7.6,27.3
"228","01304562","Flanders",2022-07-30 05:30:00,27.5,3,2.3,7.6,27.3
"229","01304562","Flanders",2022-07-30 05:36:00,27.5,2.9,2.2,7.6,27.3
"230","01304562","Flanders",2022-07-30 05:42:00,27.5,3,2.3,7.6,27.2
"231","01304562","Flanders",2022-07-30 05:48:00,27.5,3,2.3,7.6,27.2
"232","01304562","Flanders",2022-07-30 05:54:00,27.5,2.9,2.3,7.6,27.2
"233","01304562","Flanders",2022-07-30 06:00:00,27.5,2.9,2.3,7.6,27.2
"234","01304562","Flanders",2022-07-30 06:06:00,27.5,2.9,2.3,7.6,27.2
"235","01304562","Flanders",2022-07-30 06:12:00,27.5,3.5,2.2,7.6,27.3
"236","01304562","Flanders",2022-07-30 06:18:00,27.5,3.2,2,7.5,27.3
"237","01304562","Flanders",2022-07-30 06:24:00,27.5,3.8,1.9,7.5,27.2
"238","01304562",NA,2022-07-30 06:30:00,27.5,NA,1.7,NA,27.2
"239","01304562","Flanders",2022-07-30 06:36:00,27.5,3.2,1.9,7.5,27.2
"240","01304562","Flanders",2022-07-30 06:42:00,27.4,4,1.9,7.5,27.2
"241","01304562","Flanders",2022-07-30 06:48:00,27.4,3.5,2.2,7.5,27.1
"242","01304562","Flanders",2022-07-30 06:54:00,27.4,3.4,2,7.5,27.1
"243","01304562","Flanders",2022-07-30 07:00:00,27.4,2.9,2.3,7.6,27.1
"244","01304562","Flanders",2022-07-30 07:06:00,27.4,2.9,2.5,7.6,27.1
"245","01304562","Flanders",2022-07-30 07:12:00,27.4,2.9,2.1,7.6,27.1
"246","01304562","Flanders",2022-07-30 07:18:00,27.4,2.9,1.9,7.5,27.1
"247","01304562","Flanders",2022-07-30 07:24:00,27.4,2.9,1.8,7.5,27.1
"248","01304562","Flanders",2022-07-30 07:30:00,27.4,3.1,1.8,7.5,27.1
"249","01304562","Flanders",2022-07-30 07:36:00,27.4,3.2,1.9,7.5,27.1
"250","01304562","Flanders",2022-07-30 07:42:00,27.4,3.1,1.8,7.5,27.1
"251","01304562","Flanders",2022-07-30 07:48:00,27.4,2.5,1.6,7.5,27.1
"252","01304562","Flanders",2022-07-30 07:54:00,27.4,2.6,1.4,7.5,27.1
"253","01304562","Flanders",2022-07-30 08:00:00,27.4,2.7,1.4,7.5,27.2
"254","01304562","Flanders",2022-07-30 08:06:00,27.4,2.8,1.3,7.5,27.1
"255","01304562","Flanders",2022-07-30 08:12:00,27.4,2.2,1.2,7.4,27.1
"256","01304562","Flanders",2022-07-30 08:18:00,27.4,2.9,1.1,7.4,27.2
"257","01304562","Flanders",2022-07-30 08:24:00,27.4,2.8,1,7.4,27.2
"258","01304562","Flanders",2022-07-30 08:30:00,27.4,3,0.9,7.4,27.2
"259","01304562","Flanders",2022-07-30 08:36:00,27.4,3.2,1,7.4,27.2
"260","01304562","Flanders",2022-07-30 08:42:00,27.4,3.7,1,7.4,27.2
"261","01304562","Flanders",2022-07-30 08:48:00,27.4,3.9,1.1,7.4,27.2
"262","01304562","Flanders",2022-07-30 08:54:00,27.4,3.1,1.5,7.5,27.1
"263","01304562","Flanders",2022-07-30 09:00:00,27.4,3.2,1.4,7.5,27.1
"264","01304562","Flanders",2022-07-30 09:06:00,27.4,2.8,1.3,7.5,27.1
"265","01304562","Flanders",2022-07-30 09:12:00,27.4,2.8,1.3,7.5,27.1
"266","01304562","Flanders",2022-07-30 09:18:00,27.4,2.9,1.2,7.5,27.2
"267","01304562","Flanders",2022-07-30 09:24:00,27.5,2.9,1.2,7.5,27.2
"268","01304562","Flanders",2022-07-30 09:30:00,27.4,3,1.3,7.5,27.2
"269","01304562","Flanders",2022-07-30 09:36:00,27.4,3,1.2,7.4,27.1
"270","01304562","Flanders",2022-07-30 09:42:00,27.4,2.9,1.1,7.4,27.1
"271","01304562","Flanders",2022-07-30 09:48:00,27.4,2.8,1,7.4,27.1
"272","01304562","Flanders",2022-07-30 09:54:00,27.4,2.8,0.9,7.4,27.1
"273","01304562","Flanders",2022-07-30 10:00:00,27.4,2.9,1,7.4,27.2
"274","01304562","Flanders",2022-07-30 10:06:00,27.4,2.9,0.9,7.4,27.2
"275","01304562","Flanders",2022-07-30 10:12:00,27.4,2.8,0.8,7.4,27.2
"276","01304562","Flanders",2022-07-30 10:18:00,27.4,2.9,0.9,7.4,27.2
"277","01304562","Flanders",2022-07-30 10:24:00,27.4,2.9,0.8,7.4,27.2
"278","01304562","Flanders",2022-07-30 10:30:00,27.4,2.7,0.8,7.4,27.2
"279","01304562","Flanders",2022-07-30 10:36:00,27.4,2.7,0.8,7.4,27.2
"280","01304562","Flanders",2022-07-30 10:42:00,27.4,2.9,0.8,7.4,27.2
"281","01304562","Flanders",2022-07-30 10:48:00,27.4,3.2,0.7,7.4,27.1
"282","01304562","Flanders",2022-07-30 10:54:00,27.4,2.9,0.8,7.4,27.2
"283","01304562","Flanders",2022-07-30 11:00:00,27.4,2.9,0.7,7.4,27.1
"284","01304562","Flanders",2022-07-30 11:06:00,27.4,2.7,0.8,7.4,27.1
"285","01304562","Flanders",2022-07-30 11:12:00,27.4,2.7,0.8,7.4,27.1
"286","01304562","Flanders",2022-07-30 11:18:00,27.4,2.9,0.8,7.4,27.1
"287","01304562","Flanders",2022-07-30 11:24:00,27.4,2.5,0.8,7.4,27.1
"288","01304562","Flanders",2022-07-30 11:30:00,27.4,2.7,0.8,7.4,27.1
"289","01304562","Flanders",2022-07-30 11:36:00,27.4,2.9,0.9,7.4,27.1
"290","01304562","Flanders",2022-07-30 11:42:00,27.4,2.7,1,7.4,27.1
"291","01304562","Flanders",2022-07-30 11:48:00,27.5,2.8,1.2,7.4,27.1
"292","01304562","Flanders",2022-07-30 11:54:00,27.4,5.1,1,7.4,27
"293","01304562","Flanders",2022-07-30 12:00:00,27.4,2.4,0.9,7.4,27
"294","01304562","Flanders",2022-07-30 12:06:00,27.4,2.8,0.8,7.4,27
"295","01304562","Flanders",2022-07-30 12:12:00,27.4,6.3,0.9,7.4,27
"296","01304562","Flanders",2022-07-30 12:18:00,27.4,6.3,0.8,7.4,27
"297","01304562","Flanders",2022-07-30 12:24:00,27.4,6.9,0.9,7.4,27
"298","01304562","Flanders",2022-07-30 12:30:00,27.4,4,1.2,7.4,27
"299","01304562","Flanders",2022-07-30 12:36:00,27.4,2.9,1.4,7.4,27
"300","01304562","Flanders",2022-07-30 12:42:00,27.4,2.6,1.1,7.4,26.9
"301","01304562","Flanders",2022-07-30 12:48:00,27.4,3,1.1,7.4,27
"302","01304562","Flanders",2022-07-30 12:54:00,27.4,3,1.2,7.4,26.9
"303","01304562","Flanders",2022-07-30 13:00:00,27.4,2.9,0.8,7.4,27.1
"304","01304562","Flanders",2022-07-30 13:06:00,27.4,2.7,1.3,7.5,27.1
"305","01304562","Flanders",2022-07-30 13:12:00,27.4,3,1.5,7.5,27.1
"306","01304562","Flanders",2022-07-30 13:18:00,27.4,2.9,1.5,7.5,27.1
"307","01304562","Flanders",2022-07-30 13:24:00,27.4,3.2,1.4,7.5,27.1
"308","01304562","Flanders",2022-07-30 13:30:00,27.5,2.7,1.6,7.5,27.1
"309","01304562","Flanders",2022-07-30 13:36:00,27.5,3.2,1.5,7.5,27.1
"310","01304562","Flanders",2022-07-30 13:42:00,27.5,3.1,1.9,7.5,27
"311","01304562","Flanders",2022-07-30 13:48:00,27.5,3.4,1.7,7.5,27
"312","01304562","Flanders",2022-07-30 13:54:00,27.5,3.4,1.6,7.5,27
"313","01304562",NA,2022-07-30 14:00:00,27.5,NA,1.7,NA,26.9
"314","01304562","Flanders",2022-07-30 14:06:00,27.5,4,1.4,7.5,27
